id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,days_since_last_review
261065,Westboro Village Executive Suite,1369632,Glenn,,Kitchissippi,45.39084,-75.75621,Entire home/apt,159.0,3.0,108,2024-10-26,0.67,1.0,230.0,12,Licensed,296.0
290033,Rural charm close to the city,415201,Daniel,,Rideau-Goulbourn,45.1682,-75.71208,Entire home/apt,228.0,2.0,12,2024-10-26,0.08,1.0,267.0,6,Licensed,296.0
490182,Basement Studio - Old Ottawa East,2401179,Ela,,Capital,45.4055,-75.67612,Private room,78.0,30.0,9,2022-09-27,0.11,1.0,255.0,0,Licensed,1056.0
674799,Up to 3-bdrm with privacy - quiet & safe,2058676,Yiqun,,Gloucester-South Nepean,45.2691,-75.72197,Private room,63.0,1.0,93,2024-10-13,0.65,1.0,364.0,27,Licensed,309.0
682632,"Adorable 2 bdrm, Central Ottawa PD1",3201295,Greg And Valerie,,Kitchissippi,45.40455,-75.7313,Entire home/apt,105.0,31.0,9,2024-05-11,0.08,7.0,83.0,2,Licensed,464.0
682634,Highly desirable Ottawa & Wellington Village West!,3201295,Greg And Valerie,,Kitchissippi,45.4003,-75.73144,Entire home/apt,208.0,31.0,11,2024-08-01,0.09,7.0,254.0,2,Exempt,382.0
902575,Room for rent Downtown Ottawa R,3895093,Nicole,,Somerset,45.41753,-75.69297,Private room,93.0,90.0,7,2016-09-28,0.05,1.0,0.0,0,Licensed,3246.0
943979,Smart flat near Center&Glebe+Garage,5108859,Maria And Jim,,Somerset,45.41127,-75.69575,Entire home/apt,76.0,60.0,303,2024-03-24,2.09,2.0,213.0,1,Licensed,512.0
987450,Central New condo w Balcony/Garage!,5108859,Maria And Jim,,Somerset,45.41083,-75.69474,Entire home/apt,73.0,60.0,326,2025-01-13,2.26,2.0,163.0,3,Licensed,217.0
1151370,Furnished Room in a Friendly Family Home,1755714,Janice,,College,45.34761,-75.7843,Private room,36.0,30.0,50,2024-12-21,0.36,3.0,345.0,3,Licensed,240.0
1703622,Bedroom in kanata south free parking & Gym access,5035914,Abdelrahman,,Kanata South,45.28752,-75.86129,Private room,71.0,1.0,17,2024-11-08,0.45,4.0,0.0,6,Licensed,283.0
1732533,Private Clean Bedroom and Bathroom,9123239,Mariana,,Gloucester-South Nepean,45.27375031,-75.70606232,Private room,59.0,2.0,155,2025-02-28,1.12,1.0,262.0,23,Licensed,171.0
1774018,Zen Tranquility Retreat,294136176,Vania,,Barrhaven,45.25212,-75.74594,Entire home/apt,199.0,31.0,33,2023-09-01,0.49,1.0,131.0,0,Licensed,717.0
1827668,Centrally located 3 bedroom home in Westboro!,6818912,Anne-Marie,,Kitchissippi,45.39533,-75.7582,Entire home/apt,230.0,30.0,61,2021-08-26,0.45,1.0,0.0,0,Licensed,1453.0
1908873,Mer Bleue Private Apartment,9905548,Nadine,,Innes,45.42971,-75.48987,Entire home/apt,100.0,31.0,105,2022-03-29,0.87,1.0,0.0,0,Licensed,1238.0
2148350,Bright Modern & Spacious - Executive Rental,10964947,Trevor,,College,45.34248,-75.78457,Entire home/apt,98.0,30.0,78,2024-05-31,0.63,2.0,339.0,1,Licensed,444.0
2256795,AMAZING VIEW DOWNTOWN 1 BED CONDO!,5058472,Kat,,Somerset,45.41408,-75.69267,Entire home/apt,135.0,30.0,21,2015-08-29,0.16,1.0,365.0,0,Licensed,3642.0
2374455,Charming Eurostyle apartment! PD2,3201295,Greg And Valerie,,Kitchissippi,45.40387,-75.73097,Entire home/apt,150.0,31.0,21,2024-12-31,0.18,7.0,0.0,3,Licensed,230.0
2453778,Central Ottawa Micro Condo Studio w Heated Parking,12547161,Evaldo,,Somerset,45.41062,-75.69663,Entire home/apt,80.0,30.0,307,2024-11-15,2.3,1.0,205.0,5,Licensed,276.0
2474327,Private unit close to Rideau Canal,12656347,Diem,,Capital,45.40874,-75.68044,Entire home/apt,116.0,1.0,225,2025-03-02,1.75,1.0,152.0,27,Licensed,169.0
2738455,Studio 2 OTTAWA WEST,12671457,Mariya,,College,45.31617,-75.83931,Private room,63.0,1.0,73,2024-06-16,0.58,2.0,19.0,13,Licensed,428.0
2744294,3 Bedroom Executive Apt in Westboro,8166549,Michael,,Kitchissippi,45.40154,-75.74731,Entire home/apt,100.0,3.0,55,2024-09-22,0.42,1.0,0.0,7,Licensed,330.0
2949838,Cozy and  vintage  spot in the heart of Ottawa,374659,Emma And Ed,,Rideau-Vanier,45.43029,-75.68937,Private room,61.0,30.0,885,2024-11-19,6.92,1.0,365.0,45,Exempt,272.0
3622272,Cozy and modern in Ottawa's Westboro Village,834817,Dominika,,Kitchissippi,45.3837582,-75.7476481,Entire home/apt,108.0,3.0,18,2025-02-14,1.22,1.0,118.0,15,Licensed,185.0
3917038,International Students!  Stay 1 Month or Longer!,20290919,Cornelia,,Rideau-Vanier,45.43476,-75.68109,Private room,50.0,30.0,82,2025-02-26,0.64,2.0,195.0,4,Licensed,173.0
3929195,Victorian House in Byward Market,20355739,Irma,,Rideau-Vanier,45.43206,-75.6949,Entire home/apt,199.0,14.0,22,2025-01-06,0.18,1.0,90.0,2,Licensed,224.0
3936688,International Students! Book 1 month or Longer!,20290919,Cornelia,,Rideau-Vanier,45.4328,-75.67909,Private room,58.0,30.0,20,2024-12-31,0.21,2.0,214.0,4,Licensed,230.0
4183188,Chic 1 Bedroom in Beechwood Village (Suite 1),21702498,Jane,,Rideau-Vanier,45.4399,-75.6684,Entire home/apt,72.0,30.0,34,2024-08-15,0.27,2.0,113.0,1,Licensed,368.0
4183253,"Best Location, Spaciouse 2BDR,",19290752,Mojgan,,Rideau-Vanier,45.43196,-75.69057,Entire home/apt,165.0,2.0,250,2025-02-17,1.98,3.0,85.0,13,Licensed,182.0
4406846,Spacious Centretown home,1300135,Ains,,Somerset,45.41536,-75.70314,Entire home/apt,85.0,1.0,38,2025-02-02,0.3,1.0,6.0,3,Licensed,197.0
4706926,Webster Gardens,24328926,Fay,,Alta Vista,45.38657,-75.65642,Private room,90.0,30.0,49,2023-06-26,0.4,2.0,364.0,0,Exempt,784.0
4757549,Explore The Glebe from a Charming and Scenic Loft,11105198,James,,Capital,45.39697,-75.68582,Entire home/apt,150.0,2.0,414,2025-02-27,3.36,1.0,45.0,42,Licensed,172.0
5117160,Charming Westboro location - comfortable bedroom,26444850,Brenda,,Kitchissippi,45.3821,-75.75683,Private room,100.0,30.0,61,2022-11-06,0.53,2.0,51.0,0,Licensed,1016.0
5220678,Webster Gardens,24328926,Fay,,Alta Vista,45.38763,-75.65732,Private room,90.0,30.0,47,2023-02-20,0.38,2.0,89.0,0,Exempt,910.0
5851756,Ambassador B&B  Ottawa downtown - Exquisite room,25461090,Irina,,Rideau-Vanier,45.428448,-75.675072,Private room,75.0,1.0,21,2023-02-07,0.18,4.0,23.0,0,Exempt,923.0
5924541,Central New York Loft Style 2 BDM,7354245,Lisa,,Somerset,45.412,-75.69986,Entire home/apt,165.0,30.0,87,2024-11-22,0.72,20.0,271.0,3,Licensed,269.0
6121836,The PORCH'S Little Bit of Country!,31556447,Nancy And John,,College,45.35416,-75.73802,Private room,62.0,1.0,209,2025-02-25,1.75,2.0,300.0,52,Licensed,174.0
6121871,The PORCH'S Sunny Yellow Room,31556447,Nancy And John,,College,45.35532,-75.73721,Private room,62.0,1.0,293,2025-03-09,2.45,2.0,304.0,26,Licensed,162.0
6197420,"Gorgeous, Large 3 Bed Downtown with Parking",7354245,Lisa,,Somerset,45.41342,-75.70607,Entire home/apt,106.0,30.0,143,2025-01-05,1.21,20.0,303.0,6,Exempt,225.0
6424695,This cozy one bedroom in-law suite,2819714,Andrea And Dara,,Kitchissippi,45.39859,-75.73035,Entire home/apt,119.0,3.0,155,2024-10-26,1.3,1.0,327.0,21,Licensed,296.0
6475461,Crystal Bay Loft,33827123,Gerald,,Bay,45.36383,-75.86153,Private room,107.0,2.0,216,2025-02-16,1.81,1.0,165.0,30,Licensed,183.0
6478453,"Comfy mini-suite, great location.",33836567,Linden,,Capital,45.39851,-75.69425,Private room,48.0,30.0,148,2024-09-01,1.24,1.0,254.0,2,Licensed,351.0
6512008,"Westboro: Petit déj' compris, tranquille - Chatte",16181239,Gaëtane,,Kitchissippi,45.39607,-75.75796,Private room,95.0,1.0,19,2024-10-11,0.25,2.0,43.0,8,Licensed,311.0
6512045,"Quiet, nice light, cat in residence",16181239,Gaëtane,,Kitchissippi,45.39546,-75.75959,Private room,95.0,1.0,24,2024-08-25,0.24,2.0,28.0,3,Licensed,358.0
6586860,Cozy Suite,32721950,Hanan,,Rideau-Rockcliffe,45.4292,-75.64563,Entire home/apt,103.0,4.0,165,2024-09-01,1.39,1.0,0.0,10,Licensed,351.0
6589324,Heritage Luxury at Peloton House and Art Gallery,1878522,Ursula,,Rideau-Rockcliffe,45.44129,-75.68632,Entire home/apt,200.0,2.0,233,2025-01-22,2.19,2.0,156.0,16,Licensed,208.0
6591110,Great place to relax close to all tourist areas,34481136,Jane And Serge,,Rideau-Vanier,45.43304,-75.66247,Entire home/apt,125.0,2.0,181,2021-08-22,1.6,1.0,228.0,0,Exempt,1457.0
6612499,1 Guest/Furn'd Bedrm in 3 Bedm Apt.,34602819,Christine,,Rideau-Vanier,45.42657,-75.67649,Private room,65.0,30.0,18,2025-01-02,0.16,11.0,269.0,4,Licensed,228.0
7025115,1 Guest/Furn'd Bedrm in 3 Bedm Apt.,34602819,Christine,,Rideau-Vanier,45.42619,-75.67676,Private room,65.0,30.0,15,2024-09-29,0.13,11.0,220.0,1,Licensed,323.0
7182054,Upscale 2 bdrms & baths condo,8729464,Tongsheng,,Kitchissippi,45.39697,-75.71236,Entire home/apt,120.0,30.0,93,2025-03-05,0.8,1.0,173.0,6,Licensed,166.0
7279754,Britannia Village large bedroom & hot tub,29268749,Linda,,Bay,45.3682,-75.79825,Private room,100.0,2.0,107,2024-08-27,0.91,2.0,0.0,5,Exempt,356.0
7658921,Ambassador B&B - cozy room,25461090,Irina,,Rideau-Vanier,45.42933,-75.67542,Private room,83.0,1.0,47,2023-06-30,0.4,4.0,23.0,0,Exempt,780.0
7691538,Ambassador B&B - Exquisite room en suite bathroom,25461090,Irina,,Rideau-Vanier,45.42942,-75.67471,Private room,91.0,1.0,16,2023-11-22,0.14,4.0,23.0,0,Exempt,635.0
7713717,Bright Spacious Room Close to Everything w/Parking,248064,Tasha,,Somerset,45.41047,-75.71049,Private room,117.0,2.0,158,2024-11-08,1.43,1.0,68.0,28,Licensed,283.0
7901417,Homestay  w/dbl bed & desk in ByWard near uOttawa!,3582571,Maree And Geoff,,Rideau-Vanier,45.43635,-75.69262,Private room,37.0,30.0,47,2024-11-08,0.41,2.0,118.0,2,Licensed,283.0
7956313,"Comfy Stay for Med Students, Residents & Fellows",10424386,Darlene And Terry,,Kitchissippi,45.38997,-75.72848,Private room,77.0,30.0,65,2024-11-08,0.56,2.0,170.0,1,Licensed,283.0
8079065,Townhouse 5 min from CTC for Sens or concerts,3214251,Luis,,Stittsville-Kanata West,45.28614,-75.92967,Private room,74.0,30.0,4,2017-12-10,0.04,1.0,365.0,0,Licensed,2808.0
8295439,Sandy Hill-3 Bedroom Immaculate Apt,34602819,Christine,,Rideau-Vanier,45.42681,-75.67797,Entire home/apt,149.0,30.0,15,2024-12-30,0.13,11.0,285.0,1,Licensed,231.0
8541704,*Barrhaven Blue Room - comfy private room for 2*,44968309,Karin,,Gloucester-South Nepean,45.2768,-75.70773,Private room,54.0,1.0,334,2025-02-15,2.99,1.0,0.0,56,Licensed,184.0
8629757,North Kanata Secluded Guest Unit in Nature,45308226,Zhihao Chuck,,West Carleton-March,45.39805,-75.95644,Entire home/apt,134.0,1.0,435,2025-02-22,4.03,1.0,325.0,70,Licensed,177.0
8669055,Great for weddings or events at Strathmere nearby!,45540401,Jeremy,,Rideau-Goulbourn,45.14065,-75.71745,Private room,80.0,30.0,15,2019-12-13,0.14,1.0,365.0,0,Licensed,2075.0
8782109,"Private, peaceful apartment near the airport",3200011,Nadereh,,Knoxdale-Merivale,45.35055,-75.72065,Entire home/apt,150.0,7.0,69,2025-02-21,0.67,1.0,0.0,11,Licensed,178.0
8907149,Nations Capital Home Away From Home,46478423,Sue,,Rideau-Rockcliffe,45.4488,-75.62888,Private room,112.0,2.0,98,2024-11-18,0.88,1.0,361.0,4,Licensed,273.0
9041061,Private bath + rooftop + gym near McKay Lake +Pond,17102868,Brigette,,Rideau-Vanier,45.44286,-75.67081,Private room,50.0,30.0,5,2025-03-01,0.05,1.0,131.0,1,Licensed,170.0
9165295,GREAT location - modern 1 bedroom/1 bath apt.,47219726,Sonia,,Rideau-Vanier,45.43425,-75.68916,Entire home/apt,129.0,2.0,195,2025-02-18,1.71,1.0,312.0,45,Licensed,181.0
9232477,"Executive Home, Inground Pool & Hot Tub",28652031,Patricia,,Cumberland,45.45738,-75.46152,Entire home/apt,100.0,5.0,38,2025-01-06,0.49,1.0,0.0,6,Licensed,224.0
9251989,Beautiful Spacious bedroom,48071546,Sylvie,,Innes,45.46428,-75.51494,Private room,171.0,30.0,4,2019-05-30,0.04,1.0,365.0,0,Licensed,2272.0
9289495,Beautiful One-Bedroom Designer Townhouse,41255144,Felipe,,Rideau-Rockcliffe,45.42869,-75.66718,Entire home/apt,211.0,30.0,0,,,1.0,267.0,0,Licensed,
9543487,Cozy 1BR Apt with Skyline Views near Peace Tower,38459934,Vladimir,,Somerset,45.41962,-75.69187,Entire home/apt,100.0,30.0,5,2023-04-08,0.05,12.0,290.0,0,Licensed,863.0
9574326,Cozy 1BR in spacious Home in Ottawa,49563165,Abdel,,Orleans,45.47408,-75.47554,Private room,76.0,2.0,12,2019-08-23,0.11,4.0,19.0,0,Licensed,2187.0
9625671,Modern house near Parliament Hill of Ottawa,49790709,Nadia,,River,45.36876,-75.65915,Entire home/apt,117.0,2.0,138,2025-03-09,4.56,3.0,245.0,68,Licensed,162.0
9658742,Nestled in Nepean,33119004,Sandra,,College,45.35979,-75.74972,Entire home/apt,170.0,30.0,7,2025-03-05,0.08,2.0,179.0,5,Licensed,166.0
9818875,I Love Your House,50577383,Ana,,Somerset,45.41206,-75.70542,Entire home/apt,154.0,30.0,10,2022-06-11,0.09,1.0,315.0,0,Licensed,1164.0
9827788,LOVELY & SPACIOUS BEDROOM  CLOSE AIRPORT,50608153,Lyne,,Gloucester-South Nepean,45.25979,-75.72354,Private room,92.0,30.0,138,2022-05-31,1.23,2.0,365.0,0,Licensed,1175.0
9831528,2 SPACIOUS BEDROOMS CLOSE AIRPORT ON GOLF COURSE,50608153,Lyne,,Gloucester-South Nepean,45.26445,-75.72355,Private room,128.0,30.0,18,2022-06-13,0.16,2.0,365.0,0,Licensed,1162.0
10042303,1 Guest/Furn'd Bedrm in 3 Bedm Apt.,34602819,Christine,,Rideau-Vanier,45.42601,-75.67626,Private room,65.0,30.0,15,2024-12-16,0.14,11.0,1.0,2,Licensed,245.0
10057041,Beautiful Condo at Lansdowne Park,6699109,Corey,,Capital,45.39736,-75.68372,Entire home/apt,145.0,80.0,17,2016-10-26,0.15,2.0,131.0,0,Licensed,3218.0
10343890,Super Cozy Central Home alongside Byward Market,2697550,Alex,,Rideau-Vanier,45.43131677,-75.68600745,Entire home/apt,74.0,5.0,207,2025-02-24,1.86,3.0,153.0,18,Licensed,175.0
10522052,Up to two rooms with attached private bathroom,34397646,Sisira,,Kanata North,45.32349,-75.93514,Private room,100.0,1.0,146,2025-02-23,1.36,1.0,0.0,32,Licensed,176.0
10535844,Cozy 1 Bedroom Condo with parking,12614130,Stephanie,,Beacon Hill-Cyrville,45.42434,-75.62668,Entire home/apt,77.0,182.0,92,2022-10-08,0.84,1.0,248.0,0,Licensed,1045.0
10700882,Downtown farmhouse w parking,55288519,Grace,,Capital,45.41235,-75.67737,Entire home/apt,145.0,2.0,326,2025-02-28,2.94,2.0,129.0,62,Licensed,171.0
10812124,Comfy Private Room Right Downtown,50154863,Tarek,,Somerset,45.41308,-75.69792,Private room,100.0,3.0,158,2024-08-18,1.42,1.0,0.0,11,Licensed,365.0
10864169,Studio pied à terre Beechwood,32302327,Edouard,,Rideau-Vanier,45.44426,-75.66933,Entire home/apt,55.0,30.0,15,2016-08-07,0.14,1.0,70.0,0,Licensed,3298.0
10970111,"BIG, bright, quiet, clean private 1 BR apt suite",47889428,Joe & Norma  / Marcel,,Rideau-Rockcliffe,45.42496872,-75.65499115,Entire home/apt,96.0,2.0,414,2025-03-10,3.74,1.0,324.0,46,Licensed,161.0
11007944,Ottawa house monthly,49790709,Nadia,,Bay,45.33755,-75.89535,Entire home/apt,109.0,31.0,219,2022-05-15,1.98,3.0,333.0,0,Licensed,1191.0
11117632,Luxury Modern Townhouse On A Traffic-Free Street,57414739,Patrick,,Barrhaven,45.28044,-75.75415,Entire home/apt,170.0,180.0,12,2022-03-31,0.3,1.0,161.0,0,Licensed,1236.0
11301534,Quiet Suite near The Ottawa Hospital & CHEO,59021474,Lesley,,Alta Vista,45.39579,-75.66444,Entire home/apt,103.0,5.0,63,2025-03-01,1.15,1.0,169.0,17,Licensed,170.0
11475385,The Grotto - A getaway for the girls!,60383379,Kathleen,,Knoxdale-Merivale,45.3265,-75.78576,Entire home/apt,100.0,28.0,0,,,1.0,0.0,0,Licensed,
11480180,Cozy and bright  1 bedroom basement suite.,60419814,Rheanne,,Rideau-Rockcliffe,45.42563,-75.65453,Entire home/apt,74.0,30.0,141,2024-11-30,1.28,1.0,102.0,4,Licensed,261.0
11488432,Great Location! Modern 1 Bedroom with Parking,7354245,Lisa,,Somerset,45.41051,-75.69657,Entire home/apt,111.0,90.0,74,2021-12-24,0.68,20.0,0.0,0,Licensed,1333.0
11515667,CoHabit w/young professionals Ottawa ED 3,3201295,Greg And Valerie,,College,45.36032957,-75.74763618,Private room,42.0,60.0,13,2024-10-12,0.12,7.0,0.0,2,Licensed,310.0
11901539,In The Heart of Ottawa's Market,27160383,Puran,,Rideau-Vanier,45.4301,-75.68721,Entire home/apt,62.0,90.0,19,2018-12-06,0.18,1.0,228.0,0,Licensed,2447.0
11902153,Cozy 4-Bedroom Heaven for Relaxing Getaways,18292018,Li,,Cumberland,45.50423,-75.45477,Entire home/apt,232.0,1.0,200,2025-03-09,1.87,5.0,355.0,31,Licensed,162.0
12285950,4-Bedroom in Ottawa Sleeps 6,64762834,Lisa,,Rideau-Vanier,45.44026,-75.66657,Entire home/apt,111.0,30.0,0,,,6.0,219.0,0,Licensed,
12293698,KASHY HOMES - Luxurious single home close to DT,66264674,Kashy,,Gloucester-Southgate,45.37616,-75.60035,Entire home/apt,267.0,30.0,467,2024-08-05,4.31,5.0,365.0,12,Licensed,378.0
12354359,VIP home b on 1/3 acre lot free parking,28278044,Dragan,,Beacon Hill-Cyrville,45.45227,-75.61762,Private room,64.0,1.0,136,2024-11-10,1.27,3.0,0.0,8,Licensed,281.0
12464494,Britannia Beach Room 5 minutes walk to beach,66372309,Anne,,Bay,45.36366,-75.79489,Private room,37.0,31.0,27,2023-09-30,0.25,2.0,131.0,0,Licensed,688.0
12565735,Spacious 2-Bdrm 2.5 bath house with free parking,46338117,Kening,,Gloucester-South Nepean,45.27141,-75.72605,Entire home/apt,135.0,30.0,53,2020-03-04,0.55,1.0,314.0,0,Licensed,1993.0
12707675,Executive Home  with  free parking,28278044,Dragan,,Beacon Hill-Cyrville,45.45402,-75.61886,Private room,59.0,1.0,64,2024-05-19,0.65,3.0,59.0,1,Licensed,456.0
12983337,Master bedroom and ensuite powder room near beach,66372309,Anne,,Bay,45.36527,-75.79544,Private room,37.0,30.0,9,2025-02-07,0.09,2.0,80.0,2,Licensed,192.0
13215741,Modern Furnished Luxury Suite,73391052,Sidney,,Somerset,45.42113,-75.70036,Entire home/apt,100.0,30.0,231,2024-10-31,2.16,1.0,0.0,3,Licensed,291.0
13250745,Dagenais Residence-large 3 bedroom fully furnished,50520188,Brian,,Rideau-Vanier,45.43786,-75.66183,Entire home/apt,155.0,100.0,1,2016-07-17,0.01,1.0,179.0,0,Licensed,3319.0
13356992,★ Trendy Urban Loft ★ Steps from Parliament Hill ♛,17208404,Joel,,Somerset,45.4212,-75.69931,Entire home/apt,84.0,30.0,356,2025-01-24,3.36,2.0,0.0,5,Licensed,206.0
13417269,"Charming 2BR+ house in Westboro, Ottawa.",14757087,Philip,,Kitchissippi,45.39054,-75.7519,Entire home/apt,100.0,21.0,19,2024-09-15,0.18,1.0,0.0,2,Licensed,337.0
13450749,Large appartment with free parking,76818907,Isabelle,,Somerset,45.40934,-75.6992,Entire home/apt,171.0,2.0,345,2025-03-08,3.28,1.0,61.0,50,Licensed,163.0
13637893,Cosy house in the Glebe,79101348,Laurie,,Capital,45.399,-75.68685,Entire home/apt,210.0,30.0,10,2019-08-26,0.1,1.0,173.0,0,Licensed,2184.0
13658784,2 Bedroom Condo Right in the Byward Market,63054768,Jean-Francois,,Rideau-Vanier,45.42838,-75.68714,Entire home/apt,139.0,125.0,28,2021-12-31,0.26,2.0,357.0,0,Licensed,1326.0
13676219,Family Townhouse centrally located,79594212,Maxime,,River,45.36529,-75.73677,Entire home/apt,214.0,2.0,137,2024-11-10,1.3,1.0,44.0,15,Licensed,281.0
13695916,Heart of Downtown Walking Distance to Parliament3,79847570,May,,Rideau-Vanier,45.42986,-75.69486,Entire home/apt,264.0,25.0,376,2025-02-17,3.77,2.0,14.0,38,Licensed,182.0
13858225,Central farmhouse: 4 bed + 2 bath,33277404,Jennifer,,River,45.38882,-75.72605,Entire home/apt,231.0,30.0,76,2024-09-16,0.74,1.0,103.0,3,Licensed,336.0
13964065,Room 10 minutes drive to downtown,19068355,Guy-Pierre,,River,45.36817,-75.7426,Private room,75.0,1.0,111,2025-02-17,1.18,1.0,156.0,19,Licensed,182.0
14028892,COZY bedroom close to downtown w. FREE PARKING,42714196,Ayara Anouchka,,Rideau-Rockcliffe,45.44652,-75.62738,Private room,104.0,30.0,111,2024-11-15,1.06,4.0,364.0,10,Licensed,276.0
14102023,"Stylish Apartment in Westboro, Ottawa",84886218,Scott,,Kitchissippi,45.3897912,-75.7477174,Entire home/apt,100.0,1.0,17,2025-03-10,4.95,1.0,311.0,17,Licensed,161.0
14358657,Charming one bedroom +den in nine storey building,22328788,Christopher,,Kitchissippi,45.40528,-75.73431,Entire home/apt,113.0,30.0,61,2024-11-29,0.59,1.0,89.0,1,Licensed,262.0
14415278,Upscale in-house apt in an ideal location,26068234,Julia,,Alta Vista,45.38972,-75.6738,Entire home/apt,110.0,30.0,25,2021-12-31,0.25,1.0,250.0,0,Licensed,1326.0
14435773,Double cast iron bed large room in basement.,11722130,Andrea,,Rideau-Vanier,45.44146,-75.66578,Private room,81.0,30.0,29,2023-08-23,0.29,1.0,364.0,0,Licensed,726.0
14485058,Studio 1 Ottawa West,12671457,Mariya,,College,45.3172,-75.84037,Private room,100.0,1.0,67,2024-05-22,0.64,2.0,0.0,7,Licensed,453.0
14495314,Co-habit w/young professionals Ottawa  ED 1,3201295,Greg And Valerie,,College,45.36032957,-75.74763618,Private room,41.0,60.0,6,2020-10-05,0.06,7.0,337.0,0,Licensed,1778.0
14635983,Kanata concept 1 bedroom apartment,86207899,Eva,,Kanata South,45.30251,-75.90863,Entire home/apt,70.0,30.0,447,2024-12-14,4.31,1.0,270.0,3,Licensed,247.0
14639601,Nation Capital,90779543,Zed,,Gloucester-Southgate,45.37597,-75.64194,Private room,39.0,30.0,3,2022-09-04,0.03,4.0,364.0,0,Licensed,1079.0
14687088,Boutique Suite in Ottawa's West End,75720140,Sandra,,Bay,45.35926,-75.79413,Entire home/apt,90.0,30.0,45,2025-02-01,0.46,4.0,296.0,5,Licensed,198.0
14780255,Comfortable Homelike Space,92255769,Loralee,,College,45.34402,-75.74413,Private room,25.0,30.0,172,2020-01-18,1.67,1.0,52.0,0,Licensed,2039.0
14827076,Un soir de semaine ou un weekend dans la Capitale,40854055,Pierre,,Rideau-Rockcliffe,45.43666,-75.63692,Private room,55.0,1.0,517,2025-03-01,5.02,3.0,74.0,54,Licensed,170.0
14850116,Entire Executive Townhome-Ottawa,92957424,Alfred,,Cumberland,45.44786,-75.48281,Entire home/apt,156.0,2.0,55,2025-03-09,2.82,1.0,76.0,41,Licensed,162.0
14885662,Vanier 2A,1959431,Paul,,Rideau-Vanier,45.44176,-75.65904,Private room,40.0,31.0,0,,,11.0,0.0,0,Licensed,
15105694,Charme Urbain dans la Capitale (parking inclu),40854055,Pierre,,Rideau-Rockcliffe,45.43653,-75.6386,Private room,51.0,2.0,215,2025-03-08,2.21,3.0,81.0,27,Licensed,163.0
15147398,"Perfect downtown location, walk to all attractions",72873454,Jessica,,Somerset,45.41106,-75.69491,Entire home/apt,253.0,2.0,231,2025-02-05,2.3,1.0,148.0,35,Licensed,194.0
15264522,Chic Unit in Sandy Hill / Access to quint Backyard,103924808,Chris,,Rideau-Vanier,45.42194,-75.67201,Entire home/apt,129.0,2.0,398,2025-02-23,3.93,1.0,103.0,42,Licensed,176.0
15289168,Cozy one bedroom in a beautiful Home,49563165,Abdel,,Orleans,45.47392,-75.47731,Private room,127.0,7.0,9,2020-08-25,0.09,4.0,270.0,0,Licensed,1819.0
15354367,Large historic flat + parking (ByWard area),77583100,Étienne,,Rideau-Vanier,45.43129,-75.69394,Entire home/apt,96.0,2.0,418,2025-03-09,4.46,1.0,57.0,66,Licensed,162.0
15494034,Little Gem in Central Ottawa-3bd,99500083,Westhaven,,River,45.38116,-75.72676,Entire home/apt,90.0,30.0,232,2023-11-09,2.27,5.0,349.0,0,Licensed,648.0
15534227,Trendy 1-bedroom condo in downtown 2,65553379,B,,Rideau-Vanier,45.42664,-75.68669,Entire home/apt,78.0,120.0,8,2023-10-31,0.08,7.0,0.0,0,Licensed,657.0
15584895,The ZenDen - Relax in peaceful tranquility.,15991087,Heather,,College,45.35087,-75.77672,Entire home/apt,225.0,30.0,1,2024-09-30,0.18,1.0,177.0,1,Licensed,322.0
15639698,"Private room, art filled home in trendy hood",838516,Anne,,Kitchissippi,45.40416,-75.7287,Private room,76.0,31.0,11,2019-10-25,0.11,1.0,268.0,0,Licensed,2124.0
15665820,Architect's Modern Cottage Oasis,101142398,Jian,,Knoxdale-Merivale,45.32493,-75.70921,Entire home/apt,253.0,30.0,0,,,1.0,363.0,0,Licensed,
15716974,Queen guest apartment,414369985,Emman,,Rideau-Goulbourn,45.26130676,-75.82480621,Entire home/apt,120.0,2.0,54,2025-03-02,0.89,2.0,268.0,19,Licensed,169.0
15732621,Colorful Apartment in an Urban Courtyard near ByWard Market,101501830,Joseph,,Rideau-Vanier,45.43107,-75.69243,Entire home/apt,200.0,30.0,119,2024-01-27,1.21,2.0,0.0,0,Licensed,569.0
15816029,Where Country Meets the City,102374807,Kent,,Rideau-Goulbourn,45.24301,-75.70564,Entire home/apt,183.0,30.0,92,2022-07-03,0.91,1.0,89.0,0,Licensed,1142.0
15835076,Lovely 3 bedroom Townhome,90779543,Zed,,Gloucester-Southgate,45.37639,-75.64076,Private room,30.0,30.0,0,,,4.0,89.0,0,Licensed,
15972312,Little Jewel in Central Ottawa 3bd,99500083,Westhaven,,River,45.38233,-75.72707,Entire home/apt,62.0,30.0,172,2022-09-12,1.71,5.0,365.0,0,Licensed,1071.0
16145283,Heritage Jewel in the Byward Market,58249523,Pat,,Rideau-Vanier,45.43275,-75.69263,Entire home/apt,227.0,2.0,457,2025-03-09,4.57,1.0,53.0,55,Licensed,162.0
16207710,Barrhaven Homestay - Spacious room #1 in basement,102979663,Katherine Van,,Gloucester-South Nepean,45.28096,-75.71958,Private room,37.0,30.0,26,2024-10-21,0.26,2.0,0.0,3,Licensed,301.0
